id,num_orders
1448374,53.86
1028680,105.36
1079691,76.56
1402079,38.74
1424446,53.34
1133297,324.7
1076214,767.64
1173823,359.58
1488584,27.54
1072892,37.96
1277491,30.8
1290868,168.44
1048888,236.0
1138141,252.0
1473125,35.72
1196726,32.06
1179278,38.98
1282305,38.84
1359903,71.5
1355143,122.96
1095889,54.02
1250665,82.46
1426610,54.38
1390104,438.56
1051519,430.76
1337584,195.26
1332667,2608.74
1075942,1448.98
1109804,639.06
1316684,122.86
1248315,182.7
1113611,131.64
1110867,1066.9
1247289,965.9
1022953,1839.14
1160081,104.16
1120430,101.58
1487280,219.32
1020081,2012.0
1329551,970.96
1137610,1798.8
1072530,258.76
1115708,277.02
1203532,170.7
1494216,331.14
1116374,268.62
1032497,157.06
1413930,309.54
1136118,157.18
1254872,167.14
1398257,1201.32
1364001,1069.12
1369843,338.94
1379360,90.08
1442044,70.46
1285290,107.38
1129707,488.64
1086750,573.52
1147262,553.0
1025605,208.88
1414158,208.76
1082079,209.5
1467510,187.94
1374892,250.1
1171352,634.06
1213246,64.1
1279131,163.5
1256386,45.56
1234220,1811.1
1008206,540.86
1267686,448.6
1470186,100.66
1233312,256.34
1279379,157.4
1431703,577.8
1339938,403.5
1010552,368.78
1237947,807.12
1175098,677.24
1066074,226.7
1045918,54.7
1226081,49.1
1148633,453.0
1441429,467.0
1291804,533.86
1305194,113.26
1327840,139.64
1320801,228.12
1467101,205.86
1473989,244.2
1466330,495.74
1390856,34.5
1120639,73.32
1279275,77.18
1166120,103.58
1128404,58.64
1252491,56.54
1328056,475.88
1452353,331.72
1353276,120.54
1297182,25.6
1469299,28.38
1129687,221.74
1362599,451.82
1245170,582.8
1098570,49.54
1452600,28.64
1194207,39.08
1023619,74.36
1254600,107.08
1157094,187.68
1165391,30.74
1131248,49.02
1383646,150.74
1288250,81.62
1476141,86.9
1401237,70.4
1383510,58.18
1433607,52.3
1098207,333.86
1453624,298.7
1089046,145.5
1306954,1735.3
1413179,624.34
1379869,456.4
1037218,96.06
1247919,231.32
1097438,173.48
1441938,918.82
1060769,887.58
1409283,1218.78
1397517,174.74
1220386,132.68
1297481,297.32
1309280,1264.56
1013813,706.56
1087803,1594.92
1256077,99.14
1328392,62.74
1197947,124.54
1134877,180.2
1149222,127.3
1321757,253.14
1364052,142.36
1346914,123.58
1343936,674.04
1284997,772.66
1443980,267.42
1272226,60.1
1267791,38.26
1049345,58.76
1300007,584.72
1220471,534.68
1486124,604.78
1183373,122.7
1076787,128.94
1218918,105.66
1351627,177.38
1333350,310.64
1312936,507.2
1477543,36.98
1408514,32.52
1256773,50.58
1174904,460.64
1392815,411.08
1389126,232.56
1074816,105.1
1124612,178.32
1318251,142.54
1089252,396.72
1396463,387.6
1289632,281.92
1083889,320.82
1121896,231.92
1004866,133.02
1234436,39.7
1311318,112.98
1476647,51.14
1419834,271.42
1188670,346.54
1260238,204.22
1263791,99.06
1070835,114.88
1433069,83.04
1349084,288.56
1360259,208.44
1022475,411.18
1037167,102.26
1492031,45.08
1057541,65.86
1483675,65.98
1463966,76.34
1474096,22.7
1440771,54.62
1452763,66.78
1382621,281.92
1035365,548.18
1355984,234.8
1140520,16.04
1168148,113.3
1052343,154.8
1370827,285.18
1055728,48.14
1053449,37.38
1368579,25.02
1208370,43.5
1027455,36.16
1147326,65.0
1203029,42.02
1389643,70.64
1482071,34.54
1411487,357.78
1043533,400.92
1294351,207.54
1409427,226.32
1000264,213.42
1016463,59.78
1224218,51.9
1485114,54.54
1006410,77.96
1221242,151.52
1031339,369.74
1153545,232.86
1182144,105.04
1194788,113.14
1082828,74.64
1265773,212.44
1154515,141.24
1105986,237.56
1293017,42.7
1272587,50.86
1027143,35.5
1179146,104.14
1342337,30.9
1269746,43.1
1369030,181.76
1109605,414.8
1099603,182.66
1319113,17.0
1155697,20.52
1218892,98.78
1493357,131.9
1202597,205.8
1116108,23.18
1229780,23.16
1391127,32.56
1085957,68.6
1267409,53.14
1245159,92.1
1378973,60.38
1079844,241.02
1024089,235.58
1463712,133.66
1268331,442.42
1058344,405.32
1417277,203.68
1056035,70.48
1343254,107.2
1262833,67.82
1272751,246.74
1013213,581.48
1263405,538.26
1204818,106.36
1333742,64.62
1043262,97.32
1449237,752.74
1080908,299.3
1073524,1002.68
1196482,176.28
1068138,119.96
1320427,148.94
1184166,144.92
1228572,269.64
1075131,246.54
1128915,84.8
1182843,97.72
1094044,657.38
1209858,615.26
1222963,236.58
1037477,84.12
1001694,30.1
1054299,67.72
1371044,128.96
1254718,219.72
1086268,230.54
1003757,40.82
1448276,40.96
1489645,349.58
1491279,173.74
1408337,272.46
1360068,77.32
1316400,148.7
1110618,118.84
1146271,456.1
1474849,347.84
1352055,149.76
1245977,186.86
1165288,545.76
1081099,161.66
1441467,52.3
1336838,248.96
1106150,416.54
1190084,131.18
1232610,163.1
1321845,122.58
1159511,269.26
1441739,184.12
1096623,151.68
1474925,26.62
1118719,28.44
1297074,20.52
1054861,173.48
1208736,358.16
1161439,137.96
1282737,112.84
1194305,145.24
1353044,127.76
1063225,23.36
1116078,19.46
1075416,20.84
1088172,32.48
1320248,407.5
1271591,544.32
1127237,166.6
1243020,701.96
1416839,296.74
1172788,298.38
1473056,109.72
1060753,27.26
1053540,231.74
1261815,375.66
1489999,210.58
1133739,104.12
1384693,66.7
1072117,145.46
1023989,165.66
1183974,190.32
1171351,35.54
1004475,23.12
1080300,35.52
1164653,25.54
1444590,38.56
1169717,89.42
1399692,205.48
1393811,56.24
1177147,15.94
1455218,21.82
1478944,91.84
1415824,121.04
1041241,151.46
1045506,16.84
1210059,48.96
1139397,48.16
1008295,19.06
1406978,46.38
1470180,46.12
1326956,122.7
1268964,166.5
1267165,1073.0
1414458,286.4
1105486,353.42
1246396,32.96
1223814,96.78
1208097,63.38
1426257,372.06
1402266,615.46
1273610,791.48
1082679,166.54
1061395,163.02
1448891,343.2
1121802,569.66
1017920,391.94
1220913,582.22
1201769,77.56
1214790,45.92
1055980,46.36
1143296,48.88
1161381,44.34
1049400,44.88
1388858,78.44
1367157,55.0
1056911,54.68
1363870,524.68
1206999,446.16
1220962,117.12
1244866,31.1
1161719,29.74
1492231,247.54
1492759,256.74
1408726,256.66
1337818,100.24
1136894,92.6
1050836,96.22
1157808,153.14
1438743,266.5
1092027,279.64
1286976,50.1
1244383,43.16
1220086,41.8
1014137,239.4
1460613,131.48
1269949,63.9
1022949,49.6
1118546,86.14
1006832,248.18
1461216,334.48
1333438,178.28
1014151,559.06
1196661,498.62
1072688,144.44
1161832,42.46
1146287,64.72
1329636,44.14
1113345,478.56
1079296,580.42
1245711,300.56
1312378,190.2
1280461,216.26
1132214,257.24
1013410,342.98
1315890,342.54
1453825,473.38
1137590,30.12
1046820,19.82
1100813,26.68
1213133,17.92
1119887,45.42
1339495,51.74
1172173,17.4
1250692,24.58
1000962,401.84
1122867,536.98
1367068,249.48
1181254,24.48
1411654,43.86
1154407,140.36
1477833,28.12
1422724,31.18
1112704,120.0
1346146,206.86
1108405,309.92
1194904,76.9
1448084,75.42
1266676,29.48
1099057,69.24
1188584,382.3
1230753,414.88
1237054,422.78
1161084,335.92
1401228,220.7
1493372,92.9
1395665,63.76
1002279,91.94
1424621,75.4
1256602,232.68
1390004,272.86
1146927,230.18
1057232,53.46
1319822,61.82
1353668,56.98
1157084,211.02
1115935,202.48
1033089,675.82
1090029,96.06
1464617,92.32
1209279,74.32
1039223,61.6
1152313,89.86
1198253,191.8
1356983,50.42
1375236,67.5
1276289,56.26
1188533,271.44
1163547,327.1
1089771,170.26
1449997,44.98
1261700,36.1
1098789,38.74
1119881,92.18
1174890,107.7
1194658,169.28
1354710,38.06
1276097,42.16
1451749,45.72
1260659,108.12
1342195,71.34
1177959,139.34
1346194,55.82
1081095,100.16
1228200,137.48
1400215,285.94
1101987,303.66
1280892,104.52
1207745,902.84
1158313,611.64
1326014,227.72
1040372,41.12
1405754,79.3
1251759,118.82
1094372,302.68
1113898,532.22
1351735,542.44
1305756,159.98
1144073,169.58
1219445,146.66
1399854,476.22
1077708,267.3
1136982,600.02
1168044,122.84
1301176,132.48
1045879,47.28
1375132,140.04
1224442,206.26
1195553,41.62
1486052,59.5
1406304,51.66
1003371,429.86
1447908,513.4
1022766,277.54
1359162,29.86
1149541,43.32
1389512,42.28
1294598,161.0
1187407,216.54
1151085,294.54
1262007,60.04
1273205,40.4
1098767,26.64
1328665,149.28
1207902,77.46
1110134,138.42
1135750,33.96
1404904,93.5
1252213,33.14
1471895,518.04
1370308,333.12
1488744,283.04
1312130,180.3
1432207,164.84
1067574,37.98
1497576,22.9
1173597,79.68
1463356,37.2
1476005,454.64
1226297,518.6
1312818,255.28
1170077,75.62
1132041,66.08
1144962,102.56
1180712,137.14
1420842,87.94
1048319,143.02
1062167,40.74
1281864,41.28
1310639,38.6
1316568,82.08
1470598,70.9
1126729,22.18
1187117,23.0
1231315,26.18
1193778,203.04
1497770,369.34
1296043,150.22
1109033,130.36
1253619,138.26
1015055,184.32
1323954,159.9
1236535,22.52
1291602,52.62
1034239,40.96
1487244,270.08
1432981,260.28
1413500,72.66
1240615,1467.82
1125250,677.62
1049986,685.16
1432590,39.28
1064865,101.58
1462054,65.18
1175329,531.48
1231504,526.86
1310137,922.18
1176123,84.44
1267634,52.34
1397808,113.76
1489068,947.74
1399261,412.76
1057026,997.58
1157087,118.12
1221970,114.1
1055041,198.5
1378097,136.5
1154169,119.7
1062376,126.44
1181839,72.24
1276632,95.38
1388270,631.04
1171130,657.36
1242759,243.84
1035528,56.98
1232845,55.64
1133643,59.14
1020633,200.78
1137724,186.08
1418017,182.96
1129706,81.76
1414426,85.56
1443244,41.72
1336913,71.3
1216868,216.2
1074099,325.38
1005733,56.86
1187232,35.64
1315006,463.04
1429640,293.4
1193124,303.54
1321067,136.88
1020914,101.2
1464172,85.24
1012356,225.56
1048213,231.64
1414658,216.1
1067356,984.44
1402145,672.56
1205618,269.64
1102348,61.28
1439251,53.8
1141169,44.92
1429174,693.48
1360530,658.14
1078717,1006.62
1034750,224.36
1292295,214.8
1464006,388.38
1207416,724.06
1081039,513.36
1038600,1138.14
1434474,80.02
1420970,55.94
1493390,64.52
1062042,27.44
1407930,32.68
1309366,75.94
1494106,61.6
1253128,57.4
1230871,526.18
1103899,432.08
1178356,194.76
1270686,33.6
1461376,34.38
1055872,40.94
1027667,202.66
1150000,250.06
1035466,109.52
1015226,107.56
1004410,64.2
1225216,144.54
1261758,129.32
1009224,229.36
1164468,31.68
1234697,193.64
1072809,243.44
1405077,126.28
1133718,31.6
1090779,78.3
1220305,30.78
1455516,478.3
1077080,217.9
1381871,271.08
1497941,713.5
1405281,739.84
1184133,406.8
1297493,55.8
1351826,105.22
1351915,56.28
1303502,205.46
1103552,417.84
1074755,506.62
1054413,195.82
1100592,123.78
1265971,142.3
1062386,279.62
1005415,235.4
1454684,641.94
1098324,149.98
1463531,119.22
1128843,148.82
1200592,126.44
1337305,234.26
1130901,159.2
1101312,88.92
1423243,63.08
1358603,56.34
1040493,397.68
1023439,758.96
1402530,313.0
1148734,42.08
1115378,40.08
1138163,119.52
1089398,200.52
1111393,302.98
1441237,52.56
1073593,45.94
1353069,59.32
1237302,158.44
1068099,56.28
1296768,138.54
1407946,46.08
1341469,111.54
1099372,57.44
1310892,269.44
1190768,323.74
1070732,141.6
1249505,228.52
1235991,218.42
1260972,92.06
1207552,50.48
1043700,72.88
1311764,63.0
1387118,212.82
1193391,194.38
1091807,279.02
1240478,122.58
1494088,111.02
1347537,125.78
1102292,183.66
1088345,163.4
1446214,224.12
1033631,25.98
1291932,34.64
1048558,28.34
1374367,30.34
1379701,229.64
1324376,495.46
1000116,194.64
1213448,16.16
1246867,109.1
1414636,199.36
1390449,206.08
1440242,89.96
1382211,23.44
1248175,31.22
1395486,31.72
1222155,61.22
1031664,336.22
1022670,367.26
1280365,202.92
1034558,70.74
1147078,51.6
1459822,99.52
1099677,169.42
1348084,141.1
1220274,75.74
1209309,85.74
1184750,165.34
1190011,176.74
1319480,99.44
1305176,131.72
1251039,17.62
1312629,83.04
1031682,375.88
1034125,110.32
1046291,15.64
1444323,137.1
1317716,226.36
1057421,220.6
1428458,313.02
1348068,283.98
1380958,164.08
1001797,671.86
1207458,300.84
1252167,253.82
1402459,58.98
1336623,72.5
1092234,41.42
1276698,327.94
1014174,323.72
1389987,617.3
1176492,62.1
1248265,77.54
1045510,96.42
1045443,456.4
1099568,186.34
1295338,551.4
1207102,38.58
1391315,31.5
1251276,30.04
1003702,63.5
1371347,133.98
1495432,64.28
1427121,75.56
1314783,27.04
1358927,35.72
1465453,233.92
1183611,452.8
1272052,149.04
1363954,42.8
1409502,33.08
1030133,147.56
1363671,174.16
1035001,241.66
1410185,102.9
1432211,82.56
1065392,87.44
1373418,83.76
1365940,131.12
1242870,187.18
1231479,31.98
1404091,32.3
1181234,253.02
1085163,158.02
1436870,86.16
1254416,39.78
1471032,70.58
1334116,52.6
1347256,238.34
1311604,306.08
1063501,182.44
1025721,448.82
1276142,281.84
1060806,191.8
1071661,29.72
1498066,56.0
1407735,48.42
1051651,319.76
1363995,411.6
1454364,255.9
1467138,41.32
1074197,49.14
1230896,80.82
1115906,226.32
1186445,216.02
1478644,396.88
1096482,150.42
1429191,176.42
1257617,161.66
1440883,67.18
1021872,109.06
1154559,135.58
1095162,54.28
1300311,42.24
1389878,62.56
1412672,409.16
1155036,416.1
1112459,181.56
1133681,23.22
1218617,31.22
1190145,20.34
1262383,115.98
1331957,177.38
1481626,218.22
1134995,49.34
1285263,31.22
1106138,49.54
1175167,158.82
1205164,95.56
1483833,180.32
1496897,38.54
1074105,92.7
1465377,30.54
1106879,170.96
1150467,175.46
1116996,113.04
1185434,898.92
1266519,841.28
1353114,798.3
1129265,82.92
1252749,139.98
1162104,99.22
1193418,740.86
1284837,834.5
1363184,982.28
1191468,98.52
1078789,94.84
1136805,283.36
1405386,1697.38
1114322,553.2
1350211,1476.38
1278837,86.5
1172455,94.44
1478221,70.34
1098408,90.9
1091951,158.9
1099622,128.32
1139472,105.3
1061430,153.44
1258982,67.6
1405793,729.88
1494572,1080.68
1023532,240.78
1088540,56.12
1350522,47.14
1062543,479.54
1123146,559.96
1335657,503.42
1336480,124.2
1334472,118.86
1223905,112.02
1106947,80.78
1268382,146.86
1410375,410.26
1480252,34.8
1270897,40.18
1171323,839.88
1347721,379.62
1195122,224.28
1160060,80.12
1103877,137.8
1227192,95.76
1225674,227.64
1435797,237.68
1364079,303.7
1306281,107.56
1299709,181.4
1299648,58.32
1191925,41.14
1303294,111.5
1276615,66.92
1347235,295.58
1433729,281.02
1442624,120.36
1136999,102.5
1419217,71.5
1314342,369.56
1429773,125.78
1267876,217.22
1387167,17.22
1173342,48.04
1186948,84.64
1233252,157.04
1066977,646.58
1152418,339.48
1124445,17.32
1026138,127.38
1332514,186.06
1468716,146.76
1287492,31.26
1206863,16.22
1398867,27.04
1055136,91.5
1118702,60.0
1359875,482.6
1107202,541.84
1296158,166.32
1470774,714.98
1117544,229.36
1151189,250.48
1186842,36.32
1398197,78.76
1083741,68.46
1037042,559.52
1088465,488.36
1451012,656.12
1227620,82.66
1102512,143.68
1234887,146.52
1128433,761.76
1444037,295.48
1015740,498.5
1346922,22.44
1102942,17.42
1174075,46.2
1108936,66.68
1412117,45.1
1014965,221.34
1418316,42.82
1472488,31.9
1019856,407.7
1175542,519.56
1013232,162.5
1321001,345.88
1100828,423.5
1068732,512.24
1386147,86.32
1410568,69.34
1471314,115.02
1143781,153.62
1010375,297.68
1144387,63.76
1229377,28.58
1095558,32.1
1478260,250.3
1438799,71.2
1359239,79.0
1097687,26.72
1065465,62.8
1028748,44.76
1487448,510.32
1331356,510.48
1480686,449.14
1236999,895.36
1199822,360.76
1254681,262.52
1047669,68.16
1084506,56.56
1407062,51.32
1004423,433.42
1207875,445.44
1328513,742.7
1170969,98.02
1281563,114.84
1432075,168.36
1253965,662.06
1444649,237.6
1152272,1024.0
1393567,105.94
1154663,132.14
1144903,103.54
1329590,202.36
1441678,143.74
1001524,208.02
1440235,58.96
1437743,56.08
1468736,502.96
1325002,610.22
1255670,175.0
1054864,41.62
1057573,40.02
1006532,185.86
1276400,199.14
1086209,263.38
1325888,124.22
1269656,146.12
1219510,106.56
1402597,71.26
1254290,130.24
1207536,245.78
1358623,67.66
1106454,56.94
1096522,60.62
1497989,367.22
1034611,287.6
1145961,200.78
1241244,68.34
1335255,63.62
1167949,74.44
1215373,239.06
1245385,254.12
1299559,219.54
1402501,64.76
1356370,75.18
1244578,34.6
1402872,36.56
1373011,192.12
1099626,64.08
1240618,121.1
1313356,152.94
1063775,125.12
1351476,322.06
1423116,212.68
1026366,142.84
1006892,15.72
1366540,19.1
1308211,19.56
1060946,42.1
1111869,22.22
1321821,31.52
1442998,121.8
1187281,749.56
1149992,336.72
1269393,135.96
1271415,148.46
1115599,197.22
1049715,23.9
1386843,47.86
1449443,442.92
1247790,424.72
1377409,202.98
1402068,763.18
1131692,394.68
1103707,177.36
1011869,101.04
1134421,81.92
1187227,133.6
1404182,296.82
1430582,637.76
1077995,517.72
1484671,67.12
1420778,87.68
1310109,78.72
1219340,669.3
1483037,325.74
1278014,892.76
1020009,141.12
1357861,152.84
1246537,132.7
1138911,223.76
1072349,209.82
1044205,118.86
1003775,128.68
1105139,119.42
1233795,493.82
1488993,629.04
1128989,142.28
1461060,47.38
1093258,67.0
1458579,141.32
1267831,273.38
1076102,278.36
1492794,69.06
1258414,51.7
1233270,36.34
1218069,224.8
1209101,184.72
1005839,362.36
1205721,63.48
1286663,116.34
1396005,123.84
1005991,413.54
1411749,332.92
1256153,186.02
1334064,464.82
1053700,248.56
1079711,189.52
1449942,21.36
1080233,59.52
1320661,81.52
1137255,394.5
1264796,565.62
1048031,364.16
1363159,139.44
1311397,158.22
1408686,135.62
1335629,236.92
1384967,324.06
1425196,210.06
1185945,42.68
1233671,71.2
1168634,55.1
1475193,71.92
1008215,23.26
1490942,40.76
1086613,298.66
1429213,320.12
1247277,50.86
1315521,17.68
1251613,16.68
1341539,19.64
1314843,114.44
1060246,178.96
1196722,168.66
1062489,35.82
1391156,21.44
1420868,67.94
1266795,69.2
1452943,60.04
1372739,49.98
1384170,32.12
1270445,389.52
1440443,612.4
1158748,133.48
1373369,1543.42
1171380,912.18
1334250,239.4
1260574,73.6
1004325,80.6
1402074,73.24
1305204,727.02
1225037,740.48
1174606,1106.24
1118582,185.34
1302852,132.82
1236914,190.64
1047047,768.96
1219768,379.36
1449676,1126.46
1459390,61.08
1403792,72.16
1181820,45.32
1158592,41.9
1106569,122.3
1460628,62.74
1456648,68.28
1074653,552.4
1172350,536.4
1064482,169.4
1035769,35.18
1092414,24.24
1187218,36.82
1309910,88.7
1064688,75.44
1208945,113.18
1223704,239.96
1342926,375.0
1016090,220.72
1084541,162.68
1006036,239.12
1271294,325.56
1293143,36.64
1380357,232.7
1394412,189.52
1045597,63.9
1242518,57.32
1425711,97.62
1236266,74.72
1391787,246.9
1018619,323.16
1439086,133.72
1487991,650.66
1460540,213.02
1421075,57.6
1337962,123.84
1205702,60.68
1216068,51.92
1416093,152.38
1106438,567.8
1187958,281.32
1461237,111.88
1493677,81.18
1346875,81.54
1047024,199.92
1179951,242.34
1272720,416.92
1009102,117.86
1102030,77.66
1357349,82.18
1254542,119.06
1239839,147.88
1142498,76.56
1479142,46.82
1127057,65.9
1143077,187.5
1315764,492.9
1076879,406.54
1117812,25.72
1171684,40.3
1187665,112.04
1150288,118.6
1092093,229.32
1447408,30.66
1331327,28.16
1478225,98.76
1247480,42.18
1105195,75.2
1439531,31.74
1079007,61.12
1068176,35.9
1396170,237.76
1334406,221.5
1014026,160.14
1352373,484.36
1243030,390.42
1041420,209.44
1319327,59.46
1410028,90.9
1139636,30.12
1036193,349.58
1003367,458.6
1387633,350.7
1332886,110.42
1080327,91.28
1013373,139.22
1078845,219.94
1240791,189.22
1474319,284.1
1494561,86.16
1150748,53.96
1140411,51.3
1440680,48.34
1067429,135.12
1160511,86.9
1065243,51.92
1279830,29.26
1030666,42.52
1433611,413.06
1333707,478.46
1266311,253.08
1103146,28.68
1491817,124.86
1212716,154.36
1301661,218.96
1233889,70.26
1342250,31.18
1079171,24.96
1132769,95.32
1177184,79.96
1162498,35.22
1226350,127.0
1353682,24.1
1144693,290.5
1200921,361.3
1098073,179.52
1083024,1154.54
1496726,389.28
1222568,197.68
1118152,42.28
1474455,123.72
1344569,316.36
1362812,364.76
1357918,258.88
1427314,223.4
1177846,223.32
1447665,197.68
1180242,459.74
1057980,125.8
1057989,384.44
1494214,22.0
1360415,89.54
1474051,35.56
1139545,43.16
1102908,51.26
1281533,46.62
1233530,234.3
1474190,339.2
1195458,145.8
1481613,37.58
1004249,82.72
1165001,148.56
1022162,46.98
1185155,29.56
1152177,339.36
1374738,63.7
1379639,127.38
1333423,51.1
1128407,73.3
1204473,49.7
1310544,368.74
1154591,356.68
1494201,92.86
1115748,767.54
1353589,502.66
1484676,212.82
1048616,43.12
1314508,75.72
1296975,63.06
1372115,221.66
1336189,312.92
1121324,412.8
1045996,99.54
1361706,102.62
1431483,125.58
1387232,146.88
1160893,112.72
1431384,312.12
1235837,81.16
1436037,49.88
1202680,77.46
1412587,28.06
1377286,86.88
1197461,101.84
1116597,24.68
1062507,68.82
1030306,231.54
1013660,355.0
1086030,192.78
1229602,34.92
1272184,30.62
1433035,79.16
1374038,118.02
1222840,122.54
1356273,21.02
1101932,27.68
1021010,56.56
1171411,56.52
1337490,103.84
1332396,29.66
1303811,33.56
1333733,47.58
1191789,163.46
1325792,192.4
1476106,156.1
1171225,578.36
1235681,370.08
1224499,362.28
1423465,37.38
1120552,73.32
1292401,58.48
1226546,400.78
1485369,431.34
1369288,497.52
1432305,150.64
1079777,168.12
1092628,137.12
1282588,341.84
1415191,259.94
1209550,324.8
1370271,53.78
1104842,36.86
1381859,44.02
1062232,36.8
1171522,55.68
1084587,40.68
1439204,39.16
1159953,363.8
1379917,292.08
1082924,146.28
1380277,19.36
1303074,26.88
1357053,166.92
1482844,183.58
1095958,80.16
1335161,58.9
1432554,83.46
1058867,64.8
1289214,148.72
1028000,179.98
1437271,28.4
1399943,34.18
1107949,291.18
1356581,73.86
1194491,34.16
1203992,32.86
1073984,27.18
1158974,235.06
1244952,233.74
1350959,188.86
1221985,653.64
1428233,259.36
1247118,208.14
1460736,49.28
1317327,66.06
1233024,40.46
1471569,298.36
1415077,356.58
1056913,458.88
1277505,74.98
1359182,156.72
1430948,293.14
1013760,208.86
1147147,380.54
1415890,34.74
1265084,43.66
1431945,26.42
1484655,55.66
1161020,34.26
1175530,216.7
1154338,127.76
1130574,152.4
1051940,30.98
1440445,25.12
1192440,148.66
1260322,275.8
1421768,234.2
1449682,88.62
1415276,65.68
1453255,63.34
1248669,108.88
1230958,158.76
1157877,33.98
1325572,209.08
1431659,100.78
1309583,55.48
1209010,44.54
1285811,76.52
1136992,58.06
1108246,256.22
1104829,263.96
1330971,74.14
1224992,647.56
1268353,254.14
1232469,162.86
1410483,59.04
1063825,81.76
1243528,50.94
1349678,267.86
1072684,403.68
1342993,471.52
1495669,120.82
1322377,106.72
1202457,102.4
1415501,367.76
1363882,420.86
1080956,715.02
1134020,36.18
1151908,28.76
1350192,86.92
1416559,39.66
1092576,66.52
1344385,68.24
1217656,66.96
1302415,55.24
1242600,195.42
1467152,399.44
1438001,145.36
1460611,45.04
1441014,35.88
1357398,186.24
1077114,175.42
1263663,142.1
1372445,71.66
1298212,78.64
1491344,59.2
1281588,239.14
1136004,137.26
1289149,154.44
1474421,25.44
1473813,29.56
1252840,103.66
1172252,122.16
1189064,61.58
1361099,86.62
1013719,80.82
1073519,40.72
1277293,253.0
1159227,254.14
1139762,234.88
1295739,131.24
1009685,132.02
1474772,61.54
1165673,29.28
1065468,75.68
1102053,39.4
1161784,350.86
1051139,547.62
1269039,134.92
1158737,78.74
1246489,108.08
1202461,154.48
1198164,201.28
1011440,302.88
1413230,158.32
1094332,22.86
1141137,38.16
1049606,28.9
1391442,140.14
1359351,589.74
1233267,178.96
1314748,14.92
1413495,82.94
1225930,119.88
1137875,123.52
1190701,18.48
1122832,89.34
1089220,30.24
1249809,589.42
1093731,563.74
1064557,200.3
1117909,425.24
1214618,235.46
1089335,172.16
1213475,25.0
1170902,99.48
1481946,250.16
1224868,206.76
1106482,190.86
1273502,44.72
1216168,59.68
1083594,196.32
1224295,151.8
1013278,424.2
1005855,96.72
1056709,68.16
1249671,95.64
1230380,121.6
1484433,123.28
1267040,72.0
1473223,22.86
1233669,210.84
1250796,361.1
1313401,166.06
1237110,22.12
1238242,20.3
1000121,65.98
